地点番号,管区コード,アメダス府県コード,観測所区分,カナ地点名,緯度,経度,漢字地点名,漢字官署名,都道府県振興局名,block_no,latitude,longtitude,府県名,番号
674,3,45,8,ｶﾂｳﾗ,350900,1401870,勝浦,銚子地方気象台,千葉県,47674,35.15,140.31166666666667,千葉県,45.0
675,3,44,5,ｵｵｼﾏ,344620,1392280,大島,大島測候所,東京都,47675,34.77,139.38,東京都,44.0
675,3,44,5,ｵｵｼﾏ,344490,1392170,大島,大島測候所,東京都,47675,34.748333333333335,139.36166666666668,東京都,44.0
675,3,44,8,ｵｵｼﾏ,344490,1392170,大島,東京管区気象台,東京都,47675,34.748333333333335,139.36166666666668,東京都,44.0
677,3,44,5,ﾐﾔｹｼﾞﾏ,340740,1393130,三宅島,三宅島測候所,東京都,47677,34.123333333333335,139.52166666666668,東京都,44.0
677,3,44,8,ﾐﾔｹｼﾞﾏ,340740,1393130,三宅島,東京管区気象台,東京都,47677,34.123333333333335,139.52166666666668,東京都,44.0
677,3,44,8,ﾐﾔｹｼﾞﾏ,340740,1393120,三宅島,東京管区気象台,東京都,47677,34.123333333333335,139.52,東京都,44.0
678,3,44,5,ﾊﾁｼﾞﾖｳ,330620,1394700,八丈島,八丈島測候所,東京都,47678,33.10333333333333,139.78333333333333,東京都,44.0
678,3,44,5,ﾊﾁｼﾞﾖｳ,330730,1394670,八丈島,八丈島測候所,東京都,47678,33.12166666666667,139.77833333333334,東京都,44.0
678,3,44,8,ﾊﾁｼﾞﾖｳ,330730,1394670,八丈島,東京管区気象台,東京都,47678,33.12166666666667,139.77833333333334,東京都,44.0
682,3,45,5,ﾁﾊﾞ,353610,1400620,千葉,千葉測候所,千葉県,47682,35.60166666666667,140.10333333333332,千葉県,45.0
682,3,45,8,ﾁﾊﾞ,353610,1400620,千葉,銚子地方気象台,千葉県,47682,35.60166666666667,140.10333333333332,千葉県,45.0
684,3,53,5,ﾖﾂｶｲﾁ,345630,1363480,四日市,四日市測候所,三重県,47684,34.93833333333333,136.58,三重県,53.0
684,3,53,8,ﾖﾂｶｲﾁ,345630,1363480,四日市,津地方気象台,三重県,47684,34.93833333333333,136.58,三重県,53.0
684,3,53,8,ﾖﾂｶｲﾁ,345640,1363480,四日市,津地方気象台,三重県,47684,34.94,136.58,三重県,53.0
690,3,41,5,ﾆﾂｺｳ,364430,1393000,日光,日光測候所,栃木県,47690,36.73833333333333,139.5,栃木県,41.0
690,3,41,8,ﾆﾂｺｳ,364430,1393000,日光,宇都宮地方気象台,栃木県,47690,36.73833333333333,139.5,栃木県,41.0
740,4,68,5,ｻｲｺﾞｳ,361220,1332000,西郷,西郷測候所,島根県,47740,36.20333333333333,133.33333333333334,島根県,68.0
740,4,68,8,ｻｲｺﾞｳ,361220,1332000,西郷,松江地方気象台,島根県,47740,36.20333333333333,133.33333333333334,島根県,68.0
741,4,68,4,ﾏﾂｴ,352740,1330390,松江,松江地方気象台,島根県,47741,35.45666666666666,133.065,島根県,68.0
742,4,69,5,ｻｶｲ,353260,1331410,境,境測候所,鳥取県,47742,35.54333333333334,133.235,鳥取県,69.0
742,4,69,8,ｻｶｲ,353260,1331410,境,鳥取地方気象台,鳥取県,47742,35.54333333333334,133.235,鳥取県,69.0
744,4,69,5,ﾖﾅｺﾞ,352600,1332030,米子,米子測候所,鳥取県,47744,35.43333333333333,133.33833333333334,鳥取県,69.0
744,4,69,8,ﾖﾅｺﾞ,352600,1332030,米子,鳥取地方気象台,鳥取県,47744,35.43333333333333,133.33833333333334,鳥取県,69.0
746,4,69,4,ﾄﾂﾄﾘ,352920,1341430,鳥取,鳥取地方気象台,鳥取県,47746,35.486666666666665,134.23833333333334,鳥取県,69.0
747,4,63,5,ﾄﾖｵｶ,353210,1344930,豊岡,豊岡測候所,兵庫県,47747,35.535,134.82166666666666,兵庫県,63.0
747,4,63,8,ﾄﾖｵｶ,353210,1344930,豊岡,神戸海洋気象台,兵庫県,47747,35.535,134.82166666666666,兵庫県,63.0
747,4,63,8,ﾄﾖｵｶ,353210,1344930,豊岡,神戸地方気象台,兵庫県,47747,35.535,134.82166666666666,兵庫県,63.0
750,4,61,3,ﾏｲﾂﾞﾙ,352700,1351900,舞鶴,舞鶴海洋気象台,京都府,47750,35.45,135.31666666666666,京都府,61.0
750,4,61,8,ﾏｲﾂﾞﾙ,352700,1351900,舞鶴,京都地方気象台,京都府,47750,35.45,135.31666666666666,京都府,61.0
751,4,60,5,ｲﾌﾞｷﾔﾏ,352510,1362480,伊吹山,伊吹山測候所,滋賀県,47751,35.41833333333334,136.41333333333333,滋賀県,60.0
754,5,81,5,ﾊｷﾞ,342490,1312350,萩,萩測候所,山口県,47754,34.415,131.39166666666668,山口県,81.0
754,5,81,8,ﾊｷﾞ,342490,1312350,萩,下関地方気象台,山口県,47754,34.415,131.39166666666668,山口県,81.0
754,5,81,8,ﾊｷﾞ,342460,1312430,萩,下関地方気象台,山口県,47754,34.41,131.405,山口県,81.0
755,4,68,5,ﾊﾏﾀﾞ,345380,1320420,浜田,浜田測候所,島根県,47755,34.89666666666667,132.07,島根県,68.0
755,4,68,8,ﾊﾏﾀﾞ,345380,1320420,浜田,松江地方気象台,島根県,47755,34.89666666666667,132.07,島根県,68.0
756,4,66,5,ﾂﾔﾏ,350380,1340050,津山,津山測候所,岡山県,47756,35.06333333333333,134.00833333333333,岡山県,66.0
756,4,66,8,ﾂﾔﾏ,350380,1340050,津山,岡山地方気象台,岡山県,47756,35.06333333333333,134.00833333333333,岡山県,66.0
759,4,61,4,ｷﾖｳﾄ,350090,1354390,京都,京都地方気象台,京都府,47759,35.015,135.73166666666665,京都府,61.0
759,4,61,4,ｷﾖｳﾄ,350080,1354390,京都,京都地方気象台,京都府,47759,35.013333333333335,135.73166666666665,京都府,61.0
761,4,60,4,ﾋｺﾈ,351650,1361460,彦根,彦根地方気象台,滋賀県,47761,35.275,136.24333333333334,滋賀県,60.0
762,5,81,4,ｼﾓﾉｾｷ,335690,1305550,下関,下関地方気象台,山口県,47762,33.94833333333333,130.925,山口県,81.0
765,4,67,2,ﾋﾛｼﾏ,342390,1322770,広島,広島地方気象台 ,広島県,47765,34.39833333333333,132.46166666666667,広島県,67.0
765,4,67,2,ﾋﾛｼﾏ,342390,1322770,広島,広島地方気象台,広島県,47765,34.39833333333333,132.46166666666667,広島県,67.0
766,4,67,5,ｸﾚ,341440,1323300,呉,呉測候所,広島県,47766,34.24,132.55,広島県,67.0
766,4,67,8,ｸﾚ,341440,1323300,呉,広島地方気象台,広島県,47766,34.24,132.55,広島県,67.0
767,4,67,5,ﾌｸﾔﾏ,342680,1331480,福山,福山測候所,広島県,47767,34.446666666666665,133.24666666666667,広島県,67.0
767,4,67,8,ﾌｸﾔﾏ,342680,1331480,福山,広島地方気象台,広島県,47767,34.446666666666665,133.24666666666667,広島県,67.0
768,4,66,4,ｵｶﾔﾏ,343960,1335500,岡山,岡山地方気象台,岡山県,47768,34.66,133.91666666666666,岡山県,66.0
768,4,66,4,ｵｶﾔﾏ,344110,1335550,岡山,岡山地方気象台,岡山県,47768,34.685,133.925,岡山県,66.0
769,4,63,5,ﾋﾒｼﾞ,345030,1344020,姫路,姫路測候所,兵庫県,47769,34.83833333333333,134.67,兵庫県,63.0
769,4,63,8,ﾋﾒｼﾞ,345030,1344020,姫路,神戸海洋気象台,兵庫県,47769,34.83833333333333,134.67,兵庫県,63.0
769,4,63,8,ﾋﾒｼﾞ,345030,1344020,姫路,神戸地方気象台,兵庫県,47769,34.83833333333333,134.67,兵庫県,63.0
770,4,63,3,ｺｳﾍﾞ,344110,1351080,神戸,神戸海洋気象台,兵庫県,47770,34.685,135.18,兵庫県,63.0
770,4,63,3,ｺｳﾍﾞ,344180,1351270,神戸,神戸海洋気象台,兵庫県,47770,34.696666666666665,135.21166666666667,兵庫県,63.0
770,4,63,4,ｺｳﾍﾞ,344180,1351270,神戸,神戸地方気象台,兵庫県,47770,34.696666666666665,135.21166666666667,兵庫県,63.0
772,4,62,1,ｵｵｻｶ,344090,1353110,大阪,大阪管区気象台,大阪府,47772,34.681666666666665,135.51833333333335,大阪府,62.0
776,4,63,5,ｽﾓﾄ,342030,1345430,洲本,洲本測候所,兵庫県,47776,34.33833333333333,134.905,兵庫県,63.0
776,4,63,8,ｽﾓﾄ,342030,1345430,洲本,神戸海洋気象台,兵庫県,47776,34.33833333333333,134.905,兵庫県,63.0
776,4,63,8,ｽﾓﾄ,342030,1345430,洲本,神戸地方気象台,兵庫県,47776,34.33833333333333,134.905,兵庫県,63.0
776,4,63,8,ｽﾓﾄ,341860,1345090,洲本,神戸地方気象台,兵庫県,47776,34.31,134.84833333333333,兵庫県,63.0
777,4,65,4,ﾜｶﾔﾏ,341370,1350980,和歌山,和歌山地方気象台,和歌山県,47777,34.22833333333333,135.16333333333333,和歌山県,65.0
778,4,65,5,ｼｵﾉﾐｻｷ,332700,1354560,潮岬,潮岬測候所,和歌山県,47778,33.45,135.76,和歌山県,65.0
778,4,65,8,ｼｵﾉﾐｻｷ,332700,1354560,潮岬,和歌山地方気象台,和歌山県,47778,33.45,135.76,和歌山県,65.0
778,4,65,8,ｼｵﾉﾐｻｷ,332700,1354540,潮岬,和歌山地方気象台,和歌山県,47778,33.45,135.75666666666666,和歌山県,65.0
780,4,64,4,ﾅﾗ,344160,1354960,奈良,奈良地方気象台,奈良県,47780,34.693333333333335,135.82666666666665,奈良県,64.0
780,4,64,4,ﾅﾗ,344040,1355020,奈良,奈良地方気象台,奈良県,47780,34.67333333333333,135.83666666666667,奈良県,64.0
784,5,81,5,ﾔﾏｸﾞﾁ,340960,1312720,山口,山口測候所,山口県,47784,34.16,131.45333333333335,山口県,81.0
784,5,81,8,ﾔﾏｸﾞﾁ,340960,1312720,山口,下関地方気象台,山口県,47784,34.16,131.45333333333335,山口県,81.0
784,5,81,8,ﾔﾏｸﾞﾁ,340970,1312770,山口,下関地方気象台,山口県,47784,34.16166666666667,131.46166666666667,山口県,81.0
800,5,84,5,ｲﾂﾞﾊﾗ,341180,1291750,厳原,厳原測候所,長崎県,47800,34.196666666666665,129.29166666666666,長崎県,84.0
800,5,84,8,ｲﾂﾞﾊﾗ,341180,1291750,厳原,長崎海洋気象台,長崎県,47800,34.196666666666665,129.29166666666666,長崎県,84.0
800,5,84,8,ｲﾂﾞﾊﾗ,341180,1291750,厳原,長崎地方気象台,長崎県,47800,34.196666666666665,129.29166666666666,長崎県,84.0
805,5,84,5,ﾋﾗﾄﾞ,332160,1293300,平戸,平戸測候所,長崎県,47805,33.36,129.55,長崎県,84.0
805,5,84,8,ﾋﾗﾄﾞ,332160,1293300,平戸,長崎海洋気象台,長崎県,47805,33.36,129.55,長崎県,84.0
805,5,84,8,ﾋﾗﾄﾞ,332160,1293300,平戸,長崎地方気象台,長崎県,47805,33.36,129.55,長崎県,84.0
807,5,82,1,ﾌｸｵｶ,333490,1302250,福岡,福岡管区気象台,福岡県,47807,33.58166666666666,130.375,福岡県,82.0
809,5,82,5,ｲｲﾂﾞｶ,333910,1304160,飯塚,飯塚測候所,福岡県,47809,33.651666666666664,130.69333333333333,福岡県,82.0
809,5,82,8,ｲｲﾂﾞｶ,333910,1304160,飯塚,福岡管区気象台,福岡県,47809,33.651666666666664,130.69333333333333,福岡県,82.0
812,5,84,5,ｻｾﾎﾞ,330950,1294360,佐世保,佐世保測候所,長崎県,47812,33.15833333333333,129.72666666666666,長崎県,84.0
812,5,84,8,ｻｾﾎﾞ,330950,1294360,佐世保,長崎海洋気象台,長崎県,47812,33.15833333333333,129.72666666666666,長崎県,84.0
812,5,84,8,ｻｾﾎﾞ,330950,1294360,佐世保,長崎地方気象台,長崎県,47812,33.15833333333333,129.72666666666666,長崎県,84.0
813,5,85,4,ｻｶﾞ,331510,1301780,佐賀,佐賀地方気象台,佐賀県,47813,33.251666666666665,130.29666666666665,佐賀県,85.0
813,5,85,4,ｻｶﾞ,331590,1301830,佐賀,佐賀地方気象台,佐賀県,47813,33.265,130.305,佐賀県,85.0
814,5,83,5,ﾋﾀ,331930,1305570,日田,日田測候所,大分県,47814,33.321666666666665,130.92833333333334,大分県,83.0
814,5,83,8,ﾋﾀ,331930,1305570,日田,大分地方気象台,大分県,47814,33.321666666666665,130.92833333333334,大分県,83.0
815,5,83,4,ｵｵｲﾀ,331410,1313710,大分,大分地方気象台,大分県,47815,33.235,131.61833333333334,大分県,83.0
817,5,84,3,ﾅｶﾞｻｷ,324400,1295200,長崎,長崎海洋気象台,長崎県,47817,32.733333333333334,129.86666666666667,長崎県,84.0
817,5,84,4,ﾅｶﾞｻｷ,324400,1295200,長崎,長崎地方気象台,長崎県,47817,32.733333333333334,129.86666666666667,長崎県,84.0
818,5,,,ｳﾝｾﾞﾝﾀﾞｹ,324420,1301570,雲仙岳,雲仙岳測候所,長崎県,47818,32.736666666666665,130.26166666666666,長崎県,84.0
818,5,,5,ｳﾝｾﾞﾝﾀﾞｹ,324420,1301570,雲仙岳,雲仙岳測候所,長崎県,47818,32.736666666666665,130.26166666666666,長崎県,84.0
818,5,84,5,ｳﾝｾﾞﾝﾀﾞｹ,324420,1301570,雲仙岳,雲仙岳測候所,長崎県,47818,32.736666666666665,130.26166666666666,長崎県,84.0
818,5,84,8,ｳﾝｾﾞﾝﾀﾞｹ,324420,1301570,雲仙岳,長崎海洋気象台,長崎県,47818,32.736666666666665,130.26166666666666,長崎県,84.0
818,5,84,8,ｳﾝｾﾞﾝﾀﾞｹ,324420,1301570,雲仙岳,長崎地方気象台,長崎県,47818,32.736666666666665,130.26166666666666,長崎県,84.0
819,5,86,4,ｸﾏﾓﾄ,324880,1304240,熊本,熊本地方気象台,熊本県,47819,32.81333333333333,130.70666666666668,熊本県,86.0
821,5,86,5,ｱｿｻﾝ,325280,1310440,阿蘇山,阿蘇山測候所,熊本県,47821,32.88,131.07333333333332,熊本県,86.0
821,5,86,8,ｱｿｻﾝ,325280,1310440,阿蘇山,熊本地方気象台,熊本県,47821,32.88,131.07333333333332,熊本県,86.0
822,5,87,5,ﾉﾍﾞｵｶ,323490,1313940,延岡,延岡測候所,宮崎県,47822,32.58166666666666,131.65666666666667,宮崎県,87.0
822,5,87,8,ﾉﾍﾞｵｶ,323490,1313940,延岡,宮崎地方気象台,宮崎県,47822,32.58166666666666,131.65666666666667,宮崎県,87.0
823,5,88,5,ｱｸﾈ,320160,1301200,阿久根,阿久根測候所,鹿児島県,47823,32.026666666666664,130.2,鹿児島県,88.0
823,5,88,8,ｱｸﾈ,320160,1301200,阿久根,鹿児島地方気象台,鹿児島県,47823,32.026666666666664,130.2,鹿児島県,88.0
824,5,86,5,ﾋﾄﾖｼ,321300,1304530,人吉,人吉測候所,熊本県,47824,32.21666666666667,130.755,熊本県,86.0
824,5,86,8,ﾋﾄﾖｼ,321300,1304530,人吉,熊本地方気象台,熊本県,47824,32.21666666666667,130.755,熊本県,86.0
827,5,88,2,ｶｺﾞｼﾏ,313420,1303280,鹿児島,鹿児島地方気象台,鹿児島県,47827,31.57,130.54666666666665,鹿児島県,88.0
827,5,88,2,ｶｺﾞｼﾏ,313330,1303280,鹿児島,鹿児島地方気象台,鹿児島県,47827,31.555,130.54666666666665,鹿児島県,88.0
829,5,87,5,ﾐﾔｺﾉｼﾞﾖｳ,314380,1310480,都城,都城測候所,宮崎県,47829,31.73,131.08,宮崎県,87.0
829,5,87,8,ﾐﾔｺﾉｼﾞﾖｳ,314380,1310480,都城,宮崎地方気象台,宮崎県,47829,31.73,131.08,宮崎県,87.0
829,5,87,8,ﾐﾔｺﾉｼﾞﾖｳ,314380,1310490,都城,宮崎地方気象台,宮崎県,47829,31.73,131.08166666666668,宮崎県,87.0
830,5,87,4,ﾐﾔｻﾞｷ,315520,1312480,宮崎,宮崎地方気象台,宮崎県,47830,31.92,131.41333333333333,宮崎県,87.0
830,5,87,4,ﾐﾔｻﾞｷ,315630,1312480,宮崎,宮崎地方気象台,宮崎県,47830,31.938333333333333,131.41333333333333,宮崎県,87.0
831,5,88,5,ﾏｸﾗｻﾞｷ,311630,1301750,枕崎,枕崎測候所,鹿児島県,47831,31.27166666666667,130.29166666666666,鹿児島県,88.0
831,5,88,8,ﾏｸﾗｻﾞｷ,311630,1301750,枕崎,鹿児島地方気象台,鹿児島県,47831,31.27166666666667,130.29166666666666,鹿児島県,88.0
835,5,87,5,ｱﾌﾞﾗﾂ,313470,1312440,油津,油津測候所,宮崎県,47835,31.578333333333333,131.40666666666667,宮崎県,87.0
835,5,87,8,ｱﾌﾞﾗﾂ,313470,1312440,油津,宮崎地方気象台,宮崎県,47835,31.578333333333333,131.40666666666667,宮崎県,87.0
836,5,88,5,ﾔｸｼﾏ,302290,1303950,屋久島,屋久島測候所,鹿児島県,47836,30.381666666666668,130.65833333333333,鹿児島県,88.0
836,5,88,5,ﾔｸｼﾏ,302310,1303950,屋久島,屋久島測候所,鹿児島県,47836,30.385,130.65833333333333,鹿児島県,88.0
836,5,88,8,ﾔｸｼﾏ,302310,1303950,屋久島,鹿児島地方気象台,鹿児島県,47836,30.385,130.65833333333333,鹿児島県,88.0
837,5,88,5,ﾀﾈｶﾞｼﾏ,304430,1305940,種子島,種子島測候所,鹿児島県,47837,30.738333333333333,130.99,鹿児島県,88.0
837,5,88,5,ﾀﾈｶﾞｼﾏ,304320,1305890,種子島,種子島測候所,鹿児島県,47837,30.72,130.98166666666665,鹿児島県,88.0
837,5,88,8,ﾀﾈｶﾞｼﾏ,304320,1305890,種子島,鹿児島地方気象台,鹿児島県,47837,30.72,130.98166666666665,鹿児島県,88.0
838,5,86,5,ｳｼﾌﾞｶ,321180,1300160,牛深,牛深測候所,熊本県,47838,32.196666666666665,130.02666666666667,熊本県,86.0
838,5,86,8,ｳｼﾌﾞｶ,321180,1300160,牛深,熊本地方気象台,熊本県,47838,32.196666666666665,130.02666666666667,熊本県,86.0
843,5,84,5,ﾌｸｴ,324160,1284960,福江,福江測候所,長崎県,47843,32.693333333333335,128.82666666666665,長崎県,84.0
843,5,84,8,ﾌｸｴ,324160,1284960,福江,長崎海洋気象台,長崎県,47843,32.693333333333335,128.82666666666665,長崎県,84.0
843,5,84,8,ﾌｸｴ,324160,1284960,福江,長崎地方気象台,長崎県,47843,32.693333333333335,128.82666666666665,長崎県,84.0
887,4,73,4,ﾏﾂﾔﾏ,335060,1324660,松山,松山地方気象台,愛媛県,47887,33.843333333333334,132.77666666666667,愛媛県,73.0
890,4,72,5,ﾀﾄﾞﾂ,341650,1334510,多度津,多度津測候所,香川県,47890,34.275,133.75166666666667,香川県,72.0
890,4,72,8,ﾀﾄﾞﾂ,341650,1334510,多度津,高松地方気象台,香川県,47890,34.275,133.75166666666667,香川県,72.0
891,4,72,2,ﾀｶﾏﾂ,341900,1340320,高松,高松地方気象台,香川県,47891,34.31666666666667,134.05333333333334,香川県,72.0
891,4,72,2,ﾀｶﾏﾂ,341910,1340320,高松,高松地方気象台,香川県,47891,34.318333333333335,134.05333333333334,香川県,72.0
892,4,73,5,ｳﾜｼﾞﾏ,331420,1323280,宇和島,宇和島測候所,愛媛県,47892,33.236666666666665,132.54666666666665,愛媛県,73.0
892,4,73,5,ｳﾜｼﾞﾏ,331360,1323310,宇和島,宇和島測候所,愛媛県,47892,33.22666666666667,132.55166666666668,愛媛県,73.0
892,4,73,8,ｳﾜｼﾞﾏ,331360,1323310,宇和島,松山地方気象台,愛媛県,47892,33.22666666666667,132.55166666666668,愛媛県,73.0
893,4,74,4,ｺｳﾁ,333400,1333290,高知,高知地方気象台,高知県,47893,33.56666666666667,133.54833333333335,高知県,74.0
894,4,71,5,ﾂﾙｷﾞｻﾝ,335120,1340580,剣山,剣山測候所,徳島県,47894,33.85333333333333,134.09666666666666,徳島県,71.0
895,4,71,4,ﾄｸｼﾏ,340400,1343440,徳島,徳島地方気象台,徳島県,47895,34.06666666666667,134.57333333333332,徳島県,71.0
897,4,74,5,ｽｸﾓ,325520,1324170,宿毛,宿毛測候所,高知県,47897,32.92,132.695,高知県,74.0
897,4,74,8,ｽｸﾓ,325520,1324170,宿毛,高知地方気象台,高知県,47897,32.92,132.695,高知県,74.0
898,4,74,5,ｱｼｽﾞﾘ,324330,1330060,清水／足摺,清水測候所足摺分,高知県,47898,32.721666666666664,133.01,高知県,74.0
898,4,74,5,ｼﾐｽﾞ,324330,1330060,清水,清水測候所,高知県,47898,32.721666666666664,133.01,高知県,74.0
898,4,74,8,ｼﾐｽﾞ,324330,1330060,清水,高知地方気象台,高知県,47898,32.721666666666664,133.01,高知県,74.0
899,4,74,5,ﾑﾛﾄﾐｻｷ,331510,1341060,室戸岬,室戸岬測候所,高知県,47899,33.251666666666665,134.17666666666668,高知県,74.0
899,4,74,8,ﾑﾛﾄﾐｻｷ,331510,1341060,室戸岬,高知地方気象台,高知県,47899,33.251666666666665,134.17666666666668,高知県,74.0
909,5,88,5,ﾅｾﾞ,282270,1292970,名瀬,名瀬測候所,鹿児島県,47909,28.378333333333334,129.495,鹿児島県,88.0
912,6,94,5,ﾖﾅｸﾞﾆｼﾞﾏ,242800,1230060,与那国島,与那国島測候所,沖縄県,47912,24.466666666666665,123.01,沖縄県,91.0
912,6,94,8,ﾖﾅｸﾞﾆｼﾞﾏ,242800,1230060,与那国島,石垣島地方気象台,沖縄県,47912,24.466666666666665,123.01,沖縄県,91.0
917,6,94,5,ｲﾘｵﾓﾃｼﾞﾏ,242560,1234590,西表島,西表島測候所,沖縄県,47917,24.426666666666666,123.765,沖縄県,91.0
917,6,94,8,ｲﾘｵﾓﾃｼﾞﾏ,242560,1234590,西表島,石垣島地方気象台,沖縄県,47917,24.426666666666666,123.765,沖縄県,91.0
918,6,94,4,ｲｼｶﾞｷｼﾞﾏ,242020,1240980,石垣島,石垣島地方気象台,沖縄県,47918,24.336666666666666,124.16333333333333,沖縄県,91.0
927,6,93,4,ﾐﾔｺｼﾞﾏ,244760,1251660,宮古島,宮古島地方気象台,沖縄県,47927,24.793333333333333,125.27666666666667,沖縄県,91.0
927,6,93,4,ﾐﾔｺｼﾞﾏ,244760,1251670,宮古島,宮古島地方気象台,沖縄県,47927,24.793333333333333,125.27833333333334,沖縄県,91.0
929,6,91,5,ｸﾒｼﾞﾏ,262020,1264820,久米島,久米島測候所,沖縄県,47929,26.336666666666666,126.80333333333333,沖縄県,91.0
929,6,91,8,ｸﾒｼﾞﾏ,262020,1264820,久米島,沖縄気象台,沖縄県,47929,26.336666666666666,126.80333333333333,沖縄県,91.0
936,6,91,1,ﾅﾊ,261240,1274110,那覇,沖縄気象台,沖縄県,47936,26.206666666666667,127.685,沖縄県,91.0
936,6,91,1,ﾅﾊ,261240,1274120,那覇,沖縄気象台,沖縄県,47936,26.206666666666667,127.68666666666667,沖縄県,91.0
940,6,91,5,ﾅｺﾞ,263560,1275790,名護,名護測候所,沖縄県,47940,26.593333333333334,127.965,沖縄県,91.0
940,6,91,8,ﾅｺﾞ,263560,1275790,名護,沖縄気象台,沖縄県,47940,26.593333333333334,127.965,沖縄県,91.0
942,5,88,5,ｵｷﾉｴﾗﾌﾞ,272580,1284100,沖永良部,沖永良部測候所,鹿児島県,47942,27.43,128.68333333333334,鹿児島県,88.0
942,5,88,5,ｵｷﾉｴﾗﾌﾞ,272590,1284230,沖永良部,沖永良部測候所,鹿児島県,47942,27.431666666666665,128.705,鹿児島県,88.0
942,5,88,8,ｵｷﾉｴﾗﾌﾞ,272590,1284230,沖永良部,鹿児島地方気象台,鹿児島県,47942,27.431666666666665,128.705,鹿児島県,88.0
945,6,92,4,ﾐﾅﾐﾀﾞｲﾄｳ,254970,1311360,南大東島,南大東島地方気象,沖縄県,47945,25.828333333333333,131.22666666666666,沖縄県,91.0
945,6,92,4,ﾐﾅﾐﾀﾞｲﾄｳ,254970,1311370,南大東島,南大東島地方気象,沖縄県,47945,25.828333333333333,131.22833333333332,沖縄県,91.0
971,7,44,6,ﾁﾁｼﾞﾏ,270550,1421140,父島,父島気象観測所,東京都,47971,27.091666666666665,142.19,東京都,44.0
991,7,44,6,ﾐﾅﾐﾄﾘｼﾏ,241820,1535770,南鳥島,南鳥島気象観測所,東京都,47991,24.303333333333335,153.96166666666667,東京都,44.0
991,7,44,6,ﾐﾅﾐﾄﾘｼﾏ,241730,1535900,南鳥島,南鳥島気象観測所,東京都,47991,24.288333333333334,153.98333333333332,東京都,44.0
532,8,,7,ｼｮｳﾜ,690030,0393480,昭和,昭和基地,南極,47532,69.005,39.58,,
